id,location_name,location_area,location_state,location_art
416,Hattenhofen,Landkreis Göppingen,Baden Württemberg,de
417,Heiningen,Landkreis Göppingen,Baden Württemberg,de
418,Hohenstadt,Landkreis Göppingen,Baden Württemberg,de
419,Kuchen,Landkreis Göppingen,Baden Württemberg,de
420,Lauterstein,Landkreis Göppingen,Baden Württemberg,de
421,Mühlhausen im Täle,Landkreis Göppingen,Baden Württemberg,de
422,Ottenbach,Landkreis Göppingen,Baden Württemberg,de
423,Rechberghausen,Landkreis Göppingen,Baden Württemberg,de
424,Salach,Landkreis Göppingen,Baden Württemberg,de
425,Schlat,Landkreis Göppingen,Baden Württemberg,de
426,Schlierbach,Landkreis Göppingen,Baden Württemberg,de
427,Süßen,Landkreis Göppingen,Baden Württemberg,de
428,Uhingen,Landkreis Göppingen,Baden Württemberg,de
429,Wäschenbeuren,Landkreis Göppingen,Baden Württemberg,de
430,Wangen,Landkreis Göppingen,Baden Württemberg,de
431,Wiesensteig,Landkreis Göppingen,Baden Württemberg,de
432,Zell unter Aichelberg,Landkreis Göppingen,Baden Württemberg,de
433,Jungingen,Kreisfreie Stadt Ulm,Baden Württemberg,de
434,Ulm,Kreisfreie Stadt Ulm,Baden Württemberg,de
435,Achberg,Landkreis Ravensburg,Baden Württemberg,de
436,Aichstetten,Landkreis Ravensburg,Baden Württemberg,de
437,Aitrach,Landkreis Ravensburg,Baden Württemberg,de
438,Altshausen,Landkreis Ravensburg,Baden Württemberg,de
439,Amtzell,Landkreis Ravensburg,Baden Württemberg,de
440,Argenbühl,Landkreis Ravensburg,Baden Württemberg,de
441,Aulendorf,Landkreis Ravensburg,Baden Württemberg,de
442,Bad Waldsee,Landkreis Ravensburg,Baden Württemberg,de
443,Bad Wurzach,Landkreis Ravensburg,Baden Württemberg,de
444,Baienfurt,Landkreis Ravensburg,Baden Württemberg,de
445,Baindt,Landkreis Ravensburg,Baden Württemberg,de
446,Berg,Landkreis Ravensburg,Baden Württemberg,de
447,Bergatreute,Landkreis Ravensburg,Baden Württemberg,de
448,Bodnegg,Landkreis Ravensburg,Baden Württemberg,de
449,Boms,Landkreis Ravensburg,Baden Württemberg,de
450,Ebenweiler,Landkreis Ravensburg,Baden Württemberg,de
451,Ebersbach-Musbach,Landkreis Ravensburg,Baden Württemberg,de
452,Eichstegen,Landkreis Ravensburg,Baden Württemberg,de
453,Fleischwangen,Landkreis Ravensburg,Baden Württemberg,de
454,Fronreute,Landkreis Ravensburg,Baden Württemberg,de
455,Grünkraut,Landkreis Ravensburg,Baden Württemberg,de
456,Guggenhausen,Landkreis Ravensburg,Baden Württemberg,de
457,Horgenzell,Landkreis Ravensburg,Baden Württemberg,de
458,Hoßkirch,Landkreis Ravensburg,Baden Württemberg,de
459,Isny im Allgäu,Landkreis Ravensburg,Baden Württemberg,de
460,Kißlegg,Landkreis Ravensburg,Baden Württemberg,de
461,Königseggwald,Landkreis Ravensburg,Baden Württemberg,de
462,Leutkirch im Allgäu,Landkreis Ravensburg,Baden Württemberg,de
463,Ravensburg,Landkreis Ravensburg,Baden Württemberg,de
464,Riedhausen,Landkreis Ravensburg,Baden Württemberg,de
465,Schlier,Landkreis Ravensburg,Baden Württemberg,de
466,Unterwaldhausen,Landkreis Ravensburg,Baden Württemberg,de
467,Vogt,Landkreis Ravensburg,Baden Württemberg,de
468,Waldburg,Landkreis Ravensburg,Baden Württemberg,de
469,Wangen im Allgäu,Landkreis Ravensburg,Baden Württemberg,de
470,Weingarten,Landkreis Ravensburg,Baden Württemberg,de
471,Wilhelmsdorf,Landkreis Ravensburg,Baden Württemberg,de
472,Wolfegg,Landkreis Ravensburg,Baden Württemberg,de
473,Wolpertswende,Landkreis Ravensburg,Baden Württemberg,de
474,Zainingen,Landkreis Reutlingen,Baden Württemberg,de
475,Donnstetten,Landkreis Reutlingen,Baden Württemberg,de
476,Bad Urach,Landkreis Reutlingen,Baden Württemberg,de
477,Dettingen an der Erms,Landkreis Reutlingen,Baden Württemberg,de
478,Engstingen,Landkreis Reutlingen,Baden Württemberg,de
479,Eningen unter Achalm,Landkreis Reutlingen,Baden Württemberg,de
480,Gomadingen,Landkreis Reutlingen,Baden Württemberg,de
481,Grabenstetten,Landkreis Reutlingen,Baden Württemberg,de
482,Grafenberg,Landkreis Reutlingen,Baden Württemberg,de
483,Hayingen,Landkreis Reutlingen,Baden Württemberg,de
484,Hohenstein,Landkreis Reutlingen,Baden Württemberg,de
485,Hülben,Landkreis Reutlingen,Baden Württemberg,de
486,Lichtenstein,Landkreis Reutlingen,Baden Württemberg,de
487,Mehrstetten,Landkreis Reutlingen,Baden Württemberg,de
488,Metzingen,Landkreis Reutlingen,Baden Württemberg,de
489,Münsingen,Landkreis Reutlingen,Baden Württemberg,de
490,Pfronstetten,Landkreis Reutlingen,Baden Württemberg,de
491,Pfullingen,Landkreis Reutlingen,Baden Württemberg,de
492,Pliezhausen,Landkreis Reutlingen,Baden Württemberg,de
493,Reutlingen,Landkreis Reutlingen,Baden Württemberg,de
494,Riederich,Landkreis Reutlingen,Baden Württemberg,de
495,Römerstein,Landkreis Reutlingen,Baden Württemberg,de
496,Sankt Johann,Landkreis Reutlingen,Baden Württemberg,de
497,Sonnenbühl,Landkreis Reutlingen,Baden Württemberg,de
498,Trochtelfingen,Landkreis Reutlingen,Baden Württemberg,de
499,Walddorfhäslach,Landkreis Reutlingen,Baden Württemberg,de
500,Wannweil,Landkreis Reutlingen,Baden Württemberg,de
501,Zwiefalten,Landkreis Reutlingen,Baden Württemberg,de
502,Großengstingen,Landkreis Reutlingen,Baden Württemberg,de
503,Kleinengstingen,Landkreis Reutlingen,Baden Württemberg,de
504,Kohlstetten,Landkreis Reutlingen,Baden Württemberg,de
505,Bernloch,Landkreis Reutlingen,Baden Württemberg,de
506,Eglingen,Landkreis Reutlingen,Baden Württemberg,de
507,Meidelstetten,Landkreis Reutlingen,Baden Württemberg,de
508,Oberstetten,Landkreis Reutlingen,Baden Württemberg,de
509,Ödenwaldstetten,Landkreis Reutlingen,Baden Württemberg,de
510,Bad Saulgau,Landkreis Sigmaringen,Baden Württemberg,de
511,Beuron,Landkreis Sigmaringen,Baden Württemberg,de
512,Bingen,Landkreis Sigmaringen,Baden Württemberg,de
513,Gammertingen,Landkreis Sigmaringen,Baden Württemberg,de
514,Herbertingen,Landkreis Sigmaringen,Baden Württemberg,de
515,Herdwangen-Schönach,Landkreis Sigmaringen,Baden Württemberg,de
516,Hettingen,Landkreis Sigmaringen,Baden Württemberg,de
517,Hohentengen,Landkreis Sigmaringen,Baden Württemberg,de
518,Illmensee,Landkreis Sigmaringen,Baden Württemberg,de
519,Inzigkofen,Landkreis Sigmaringen,Baden Württemberg,de
520,Krauchenwies,Landkreis Sigmaringen,Baden Württemberg,de
521,Leibertingen,Landkreis Sigmaringen,Baden Württemberg,de
522,Mengen,Landkreis Sigmaringen,Baden Württemberg,de
523,Meßkirch,Landkreis Sigmaringen,Baden Württemberg,de
524,Neufra,Landkreis Sigmaringen,Baden Württemberg,de
525,Ostrach,Landkreis Sigmaringen,Baden Württemberg,de
526,Pfullendorf,Landkreis Sigmaringen,Baden Württemberg,de
527,Sauldorf,Landkreis Sigmaringen,Baden Württemberg,de
528,Scheer,Landkreis Sigmaringen,Baden Württemberg,de
529,Schwenningen,Landkreis Sigmaringen,Baden Württemberg,de
530,Sigmaringen,Landkreis Sigmaringen,Baden Württemberg,de
531,Sigmaringendorf,Landkreis Sigmaringen,Baden Württemberg,de
532,Stetten am kalten Markt,Landkreis Sigmaringen,Baden Württemberg,de
533,Veringenstadt,Landkreis Sigmaringen,Baden Württemberg,de
534,Wald,Landkreis Sigmaringen,Baden Württemberg,de
535,Ammerbuch,Landkreis Tübingen,Baden Württemberg,de
536,Bodelshausen,Landkreis Tübingen,Baden Württemberg,de
537,Dettenhausen,Landkreis Tübingen,Baden Württemberg,de
538,Dußlingen,Landkreis Tübingen,Baden Württemberg,de
539,Gomaringen,Landkreis Tübingen,Baden Württemberg,de
540,Hirrlingen,Landkreis Tübingen,Baden Württemberg,de
541,Kirchentellinsfurt,Landkreis Tübingen,Baden Württemberg,de
542,Kusterdingen,Landkreis Tübingen,Baden Württemberg,de
543,Mössingen,Landkreis Tübingen,Baden Württemberg,de
544,Nehren,Landkreis Tübingen,Baden Württemberg,de
545,Neustetten,Landkreis Tübingen,Baden Württemberg,de
546,Ofterdingen,Landkreis Tübingen,Baden Württemberg,de
547,Rottenburg am Neckar,Landkreis Tübingen,Baden Württemberg,de
548,Starzach,Landkreis Tübingen,Baden Württemberg,de
549,Tübingen,Landkreis Tübingen,Baden Württemberg,de
550,Albstadt,Zollernalbkreis,Baden Württemberg,de
551,Balingen,Zollernalbkreis,Baden Württemberg,de
552,Bisingen,Zollernalbkreis,Baden Württemberg,de
553,Bitz,Zollernalbkreis,Baden Württemberg,de
554,Burladingen,Zollernalbkreis,Baden Württemberg,de
555,Dautmergen,Zollernalbkreis,Baden Württemberg,de
556,Dormettingen,Zollernalbkreis,Baden Württemberg,de
557,Dotternhausen,Zollernalbkreis,Baden Württemberg,de
558,Geislingen,Zollernalbkreis,Baden Württemberg,de
559,Grosselfingen,Zollernalbkreis,Baden Württemberg,de
560,Haigerloch,Zollernalbkreis,Baden Württemberg,de
561,Hausen am Tann,Zollernalbkreis,Baden Württemberg,de
562,Hechingen,Zollernalbkreis,Baden Württemberg,de
563,Jungingen,Zollernalbkreis,Baden Württemberg,de
564,Meßstetten,Zollernalbkreis,Baden Württemberg,de
565,Nusplingen,Zollernalbkreis,Baden Württemberg,de
566,Obernheim,Zollernalbkreis,Baden Württemberg,de
567,Rangendingen,Zollernalbkreis,Baden Württemberg,de
568,Ratshausen,Zollernalbkreis,Baden Württemberg,de
569,Rosenfeld,Zollernalbkreis,Baden Württemberg,de
570,Schömberg,Zollernalbkreis,Baden Württemberg,de
571,Straßberg,Zollernalbkreis,Baden Württemberg,de
572,Weilen unter den Rinnen,Zollernalbkreis,Baden Württemberg,de
573,Winterlingen,Zollernalbkreis,Baden Württemberg,de
574,Zimmern unter der Burg,Zollernalbkreis,Baden Württemberg,de
575,Achern,Ortenaukreis,Baden Württemberg,de
576,Appenweier,Ortenaukreis,Baden Württemberg,de
577,Bad Peterstal-Griesbach,Ortenaukreis,Baden Württemberg,de
578,Berghaupten,Ortenaukreis,Baden Württemberg,de
579,Biberach,Ortenaukreis,Baden Württemberg,de
580,Durbach,Ortenaukreis,Baden Württemberg,de
581,Ettenheim,Ortenaukreis,Baden Württemberg,de
582,Fischerbach,Ortenaukreis,Baden Württemberg,de
583,Friesenheim,Ortenaukreis,Baden Württemberg,de
584,Gengenbach,Ortenaukreis,Baden Württemberg,de
585,Gutach (Schwarzwaldbahn),Ortenaukreis,Baden Württemberg,de
586,Haslach im Kinzigtal,Ortenaukreis,Baden Württemberg,de
587,Hausach,Ortenaukreis,Baden Württemberg,de
588,Hofstetten,Ortenaukreis,Baden Württemberg,de
589,Hohberg,Ortenaukreis,Baden Württemberg,de
590,Hornberg,Ortenaukreis,Baden Württemberg,de
591,Kappel-Grafenhausen,Ortenaukreis,Baden Württemberg,de
592,Kappelrodeck,Ortenaukreis,Baden Württemberg,de
593,Kehl,Ortenaukreis,Baden Württemberg,de
594,Kippenheim,Ortenaukreis,Baden Württemberg,de
595,Lahr/Schwarzwald,Ortenaukreis,Baden Württemberg,de
596,Lauf,Ortenaukreis,Baden Württemberg,de
597,Lautenbach,Ortenaukreis,Baden Württemberg,de
598,Mahlberg,Ortenaukreis,Baden Württemberg,de
599,Meißenheim,Ortenaukreis,Baden Württemberg,de
600,Mühlenbach,Ortenaukreis,Baden Württemberg,de
601,Neuried,Ortenaukreis,Baden Württemberg,de
602,Nordrach,Ortenaukreis,Baden Württemberg,de
603,Oberharmersbach,Ortenaukreis,Baden Württemberg,de
604,Oberkirch,Ortenaukreis,Baden Württemberg,de
605,Oberwolfach,Ortenaukreis,Baden Württemberg,de
606,Offenburg,Ortenaukreis,Baden Württemberg,de
607,Ohlsbach,Ortenaukreis,Baden Württemberg,de
608,Oppenau,Ortenaukreis,Baden Württemberg,de
609,Ortenberg,Ortenaukreis,Baden Württemberg,de
610,Ottenhöfen im Schwarzwald,Ortenaukreis,Baden Württemberg,de
611,Renchen,Ortenaukreis,Baden Württemberg,de
612,Rheinau,Ortenaukreis,Baden Württemberg,de
613,Ringsheim,Ortenaukreis,Baden Württemberg,de
614,Rust,Ortenaukreis,Baden Württemberg,de
615,Sasbach,Ortenaukreis,Baden Württemberg,de
616,Sasbachwalden,Ortenaukreis,Baden Württemberg,de
617,Schuttertal,Ortenaukreis,Baden Württemberg,de
618,Schutterwald,Ortenaukreis,Baden Württemberg,de
619,Schwanau,Ortenaukreis,Baden Württemberg,de
620,Seebach,Ortenaukreis,Baden Württemberg,de
621,Seelbach,Ortenaukreis,Baden Württemberg,de
622,Steinach,Ortenaukreis,Baden Württemberg,de
623,Willstätt,Ortenaukreis,Baden Württemberg,de
624,Wolfach,Ortenaukreis,Baden Württemberg,de
625,Zell am Harmersbach,Ortenaukreis,Baden Württemberg,de
626,Aichhalden,Landkreis Rottweil,Baden Württemberg,de
627,Bösingen,Landkreis Rottweil,Baden Württemberg,de
628,Deißlingen,Landkreis Rottweil,Baden Württemberg,de
629,Dietingen,Landkreis Rottweil,Baden Württemberg,de
630,Dunningen,Landkreis Rottweil,Baden Württemberg,de
631,Epfendorf,Landkreis Rottweil,Baden Württemberg,de
632,Eschbronn,Landkreis Rottweil,Baden Württemberg,de
633,Fluorn-Winzeln,Landkreis Rottweil,Baden Württemberg,de
634,Hardt,Landkreis Rottweil,Baden Württemberg,de
635,Lauterbach,Landkreis Rottweil,Baden Württemberg,de
636,Oberndorf am Neckar,Landkreis Rottweil,Baden Württemberg,de
637,Rottweil,Landkreis Rottweil,Baden Württemberg,de
638,Schenkenzell,Landkreis Rottweil,Baden Württemberg,de
639,Schiltach,Landkreis Rottweil,Baden Württemberg,de
640,Schramberg,Landkreis Rottweil,Baden Württemberg,de
641,Sulz am Neckar,Landkreis Rottweil,Baden Württemberg,de
642,Tennenbronn,Landkreis Rottweil,Baden Württemberg,de
643,Villingendorf,Landkreis Rottweil,Baden Württemberg,de
644,Vöhringen,Landkreis Rottweil,Baden Württemberg,de
645,Wellendingen,Landkreis Rottweil,Baden Württemberg,de
646,Zimmern ob Rottweil,Landkreis Rottweil,Baden Württemberg,de
647,Dornhan,Landkreis Rottweil,Baden Württemberg,de
648,Bad Dürrheim,Schwarzwald-Baar-Kreis,Baden Württemberg,de
649,Blumberg,Schwarzwald-Baar-Kreis,Baden Württemberg,de
650,Bräunlingen,Schwarzwald-Baar-Kreis,Baden Württemberg,de
651,Brigachtal,Schwarzwald-Baar-Kreis,Baden Württemberg,de
652,Dauchingen,Schwarzwald-Baar-Kreis,Baden Württemberg,de
653,Donaueschingen,Schwarzwald-Baar-Kreis,Baden Württemberg,de
654,Furtwangen im Schwarzwald,Schwarzwald-Baar-Kreis,Baden Württemberg,de
655,Gütenbach,Schwarzwald-Baar-Kreis,Baden Württemberg,de
656,Hüfingen,Schwarzwald-Baar-Kreis,Baden Württemberg,de
657,Königsfeld im Schwarzwald,Schwarzwald-Baar-Kreis,Baden Württemberg,de
658,Mönchweiler,Schwarzwald-Baar-Kreis,Baden Württemberg,de
659,Niedereschach,Schwarzwald-Baar-Kreis,Baden Württemberg,de
660,Sankt Georgen im Schwarzwald,Schwarzwald-Baar-Kreis,Baden Württemberg,de
661,Schönwald im Schwarzwald,Schwarzwald-Baar-Kreis,Baden Württemberg,de
662,Schonach im Schwarzwald,Schwarzwald-Baar-Kreis,Baden Württemberg,de
663,Triberg,Schwarzwald-Baar-Kreis,Baden Württemberg,de
664,Tuningen,Schwarzwald-Baar-Kreis,Baden Württemberg,de
665,Unterkirnach,Schwarzwald-Baar-Kreis,Baden Württemberg,de
666,Villingen-Schwenningen,Schwarzwald-Baar-Kreis,Baden Württemberg,de
667,Vöhrenbach,Schwarzwald-Baar-Kreis,Baden Württemberg,de
668,Aldingen,Landkreis Tuttlingen,Baden Württemberg,de
669,Bärenthal,Landkreis Tuttlingen,Baden Württemberg,de
670,Balgheim,Landkreis Tuttlingen,Baden Württemberg,de
671,Böttingen,Landkreis Tuttlingen,Baden Württemberg,de
672,Bubsheim,Landkreis Tuttlingen,Baden Württemberg,de
673,Buchheim,Landkreis Tuttlingen,Baden Württemberg,de
674,Deilingen,Landkreis Tuttlingen,Baden Württemberg,de
675,Denkingen,Landkreis Tuttlingen,Baden Württemberg,de
676,Dürbheim,Landkreis Tuttlingen,Baden Württemberg,de
677,Durchhausen,Landkreis Tuttlingen,Baden Württemberg,de
678,Egesheim,Landkreis Tuttlingen,Baden Württemberg,de
679,Emmingen-Liptingen,Landkreis Tuttlingen,Baden Württemberg,de
680,Fridingen an der Donau,Landkreis Tuttlingen,Baden Württemberg,de
681,Frittlingen,Landkreis Tuttlingen,Baden Württemberg,de
682,Geisingen,Landkreis Tuttlingen,Baden Württemberg,de
683,Gosheim,Landkreis Tuttlingen,Baden Württemberg,de
684,Gunningen,Landkreis Tuttlingen,Baden Württemberg,de
685,Hausen ob Verena,Landkreis Tuttlingen,Baden Württemberg,de
686,Immendingen,Landkreis Tuttlingen,Baden Württemberg,de
687,Irndorf,Landkreis Tuttlingen,Baden Württemberg,de
688,Königsheim,Landkreis Tuttlingen,Baden Württemberg,de
689,Kolbingen,Landkreis Tuttlingen,Baden Württemberg,de
690,Mahlstetten,Landkreis Tuttlingen,Baden Württemberg,de
691,Mühlheim an der Donau,Landkreis Tuttlingen,Baden Württemberg,de
692,Neuhausen ob Eck,Landkreis Tuttlingen,Baden Württemberg,de
693,Reichenbach am Heuberg,Landkreis Tuttlingen,Baden Württemberg,de
694,Renquishausen,Landkreis Tuttlingen,Baden Württemberg,de
695,Rietheim-Weilheim,Landkreis Tuttlingen,Baden Württemberg,de
696,Seitingen-Oberflacht,Landkreis Tuttlingen,Baden Württemberg,de
697,Spaichingen,Landkreis Tuttlingen,Baden Württemberg,de
698,Talheim,Landkreis Tuttlingen,Baden Württemberg,de
699,Trossingen,Landkreis Tuttlingen,Baden Württemberg,de
700,Tuttlingen,Landkreis Tuttlingen,Baden Württemberg,de
701,Wehingen,Landkreis Tuttlingen,Baden Württemberg,de
702,Wurmlingen,Landkreis Tuttlingen,Baden Württemberg,de
703,Albbruck,Landkreis Waldshut,Baden Württemberg,de
704,Bad Säckingen,Landkreis Waldshut,Baden Württemberg,de
705,Bernau,Landkreis Waldshut,Baden Württemberg,de
706,Bonndorf im Schwarzwald,Landkreis Waldshut,Baden Württemberg,de
707,Dachsberg,Landkreis Waldshut,Baden Württemberg,de
708,Dettighofen,Landkreis Waldshut,Baden Württemberg,de
709,Dogern,Landkreis Waldshut,Baden Württemberg,de
710,Eggingen,Landkreis Waldshut,Baden Württemberg,de
711,Görwihl,Landkreis Waldshut,Baden Württemberg,de
712,Grafenhausen,Landkreis Waldshut,Baden Württemberg,de
713,Häusern,Landkreis Waldshut,Baden Württemberg,de
714,Herrischried,Landkreis Waldshut,Baden Württemberg,de
715,Höchenschwand,Landkreis Waldshut,Baden Württemberg,de
716,Hohentengen am Hochrhein,Landkreis Waldshut,Baden Württemberg,de
717,Ibach,Landkreis Waldshut,Baden Württemberg,de
718,Jestetten,Landkreis Waldshut,Baden Württemberg,de
719,Klettgau,Landkreis Waldshut,Baden Württemberg,de
720,Küssaberg,Landkreis Waldshut,Baden Württemberg,de
721,Lauchringen,Landkreis Waldshut,Baden Württemberg,de
722,Laufenburg,Landkreis Waldshut,Baden Württemberg,de
723,Lottstetten,Landkreis Waldshut,Baden Württemberg,de
724,Murg,Landkreis Waldshut,Baden Württemberg,de
725,Rickenbach,Landkreis Waldshut,Baden Württemberg,de
726,Sankt Blasien,Landkreis Waldshut,Baden Württemberg,de
727,Stühlingen,Landkreis Waldshut,Baden Württemberg,de
728,Todtmoos,Landkreis Waldshut,Baden Württemberg,de
729,Ühlingen-Birkendorf,Landkreis Waldshut,Baden Württemberg,de
730,Waldshut-Tiengen,Landkreis Waldshut,Baden Württemberg,de
731,Wehr,Landkreis Waldshut,Baden Württemberg,de
732,Weilheim,Landkreis Waldshut,Baden Württemberg,de
733,Wutach,Landkreis Waldshut,Baden Württemberg,de
734,Wutöschingen,Landkreis Waldshut,Baden Württemberg,de
735,Altensteig,Landkreis Calw,Baden Württemberg,de
736,Althengstett,Landkreis Calw,Baden Württemberg,de
737,Bad Herrenalb,Landkreis Calw,Baden Württemberg,de
738,Bad Liebenzell,Landkreis Calw,Baden Württemberg,de
739,Bad Teinach-Zavelstein,Landkreis Calw,Baden Württemberg,de
740,Bad Wildbad im Schwarzwald,Landkreis Calw,Baden Württemberg,de
741,Calw,Landkreis Calw,Baden Württemberg,de
742,Dobel,Landkreis Calw,Baden Württemberg,de
743,Ebhausen,Landkreis Calw,Baden Württemberg,de
744,Egenhausen,Landkreis Calw,Baden Württemberg,de
745,Enzklösterle,Landkreis Calw,Baden Württemberg,de
746,Gechingen,Landkreis Calw,Baden Württemberg,de
747,Haiterbach,Landkreis Calw,Baden Württemberg,de
748,Höfen an der Enz,Landkreis Calw,Baden Württemberg,de
749,Nagold,Landkreis Calw,Baden Württemberg,de
750,Neubulach,Landkreis Calw,Baden Württemberg,de
751,Neuweiler,Landkreis Calw,Baden Württemberg,de
752,Oberreichenbach,Landkreis Calw,Baden Württemberg,de
753,Ostelsheim,Landkreis Calw,Baden Württemberg,de
754,Rohrdorf,Landkreis Calw,Baden Württemberg,de
755,Schömberg,Landkreis Calw,Baden Württemberg,de
756,Simmersfeld,Landkreis Calw,Baden Württemberg,de
757,Simmozheim,Landkreis Calw,Baden Württemberg,de
758,Unterreichenbach,Landkreis Calw,Baden Württemberg,de
759,Wildberg,Landkreis Calw,Baden Württemberg,de
760,Birkenfeld,Enzkreis,Baden Württemberg,de
761,Eisingen,Enzkreis,Baden Württemberg,de
762,Engelsbrand,Enzkreis,Baden Württemberg,de
763,Friolzheim,Enzkreis,Baden Württemberg,de
764,Heimsheim,Enzkreis,Baden Württemberg,de
765,Illingen,Enzkreis,Baden Württemberg,de
766,Ispringen,Enzkreis,Baden Württemberg,de
767,Kämpfelbach,Enzkreis,Baden Württemberg,de
768,Keltern,Enzkreis,Baden Württemberg,de
769,Kieselbronn,Enzkreis,Baden Württemberg,de
770,Knittlingen,Enzkreis,Baden Württemberg,de
771,Königsbach-Stein,Enzkreis,Baden Württemberg,de
772,Maulbronn,Enzkreis,Baden Württemberg,de
773,Mönsheim,Enzkreis,Baden Württemberg,de
774,Mühlacker,Enzkreis,Baden Württemberg,de
775,Neuenbürg,Enzkreis,Baden Württemberg,de
776,Neuhausen,Enzkreis,Baden Württemberg,de
777,Neulingen,Enzkreis,Baden Württemberg,de
